,Unnamed: 0,tile_id,year,conflict_intensity,crop_change_ha,crop_change_pct
77,77,243946_1588825,2020,5.565630947324991,418.48388235293896,1.5681634645752007
78,78,268946_1138825,2020,0.0,-1245.2599215686278,-12.129820737717878
79,79,268946_1163825,2020,0.0,-1206.7441960784163,-6.282147659655579
80,80,268946_1188825,2020,0.0,-2987.093254901971,-7.1203789376186215
81,81,268946_1213825,2020,0.0,-4625.0166666666555,-11.566875162426038
82,82,268946_1238825,2020,0.0,-4593.313333333303,-11.903927554729076
83,83,268946_1263825,2020,0.0,-4034.73011764705,-9.654594502902558
84,84,268946_1288825,2020,0.0,-1393.8214901960746,-3.126825787853482
85,85,268946_1313825,2020,0.0,-554.1416862745173,-1.2440920845640746
86,86,268946_1338825,2020,0.0,-118.50086274510613,-0.3962380679693678
87,87,268946_1363825,2020,0.0,-209.3179999999993,-0.7735068193439387
88,88,268946_1388825,2020,0.0,-1517.401176470561,-4.953723026899281
89,89,268946_1413825,2020,0.0,-2151.256196078437,-17.4403645885725
90,90,268946_1438825,2020,0.0,-1896.0587450980402,-23.782382497086573
91,91,268946_1463825,2020,0.0,-8146.644509803919,-62.13519049244891
92,92,268946_1488825,2020,0.0,-7230.034274509807,-54.3719902692102
93,93,268946_1513825,2020,485.4118979097172,-3885.692117647057,-41.93056228077946
94,94,268946_1538825,2020,0.0,-3768.229411764705,-35.088196376946165
95,95,268946_1563825,2020,0.0,-2963.728156862745,-36.73096753519527
96,96,268946_1588825,2020,0.0,-1507.45168627451,-37.920599451396505
97,97,293946_1113825,2020,0.0,-983.2311372548975,-10.292467155591634
98,98,293946_1138825,2020,0.0,-1033.3442352941174,-13.694959822530151
99,99,293946_1163825,2020,0.0,-1487.3311372549288,-5.301182575415653
100,100,293946_1188825,2020,0.0,-467.832392156859,-1.2625124190870585
101,101,293946_1213825,2020,0.0,-1200.5092156862738,-2.786839806072605
102,102,293946_1238825,2020,0.0,-1629.461843137251,-3.3714857598992953
103,103,293946_1263825,2020,0.0,-2988.1953333333513,-7.632595189238178
104,104,293946_1288825,2020,0.0,25.22588235292642,0.06518008311269252
105,105,293946_1313825,2020,0.0,-797.9272941176459,-4.156485644636875
106,106,293946_1338825,2020,0.0,-108.58000000000015,-5.537112114026376
107,107,293946_1363825,2020,0.0,367.5177647058772,1.7325946029683292
108,108,293946_1388825,2020,0.0,178.36698039215116,0.3370294853972666
109,109,293946_1413825,2020,0.0,-1801.3710588235226,-5.66846621295114
110,110,293946_1438825,2020,0.2912295122091106,-3782.093137254904,-41.348180560654
111,111,293946_1463825,2020,0.229073006776259,-7607.40929411765,-60.21234872243466
112,112,293946_1488825,2020,0.0,-3046.6247058823537,-33.73775407209639
113,113,293946_1513825,2020,0.0,-2774.391176470588,-20.811328334810185
114,114,293946_1538825,2020,0.0,-1502.750078431367,-11.592959332332908
115,115,293946_1563825,2020,0.0,-4255.979333333336,-39.93981390285148
